User,Chatbot,Intent,Emotion,Probability
I went out and bought a new car,I am glad that you went and bought a new car,Happy_Excited_Joy,joy,0.6
I think I may have to serve for jury duty instead of going on our planned vacation,I am sorry to hear you have to go to jury duty,Confirm, Neutral,0.6
I think I may have to serve for jury duty instead of going on our planned vacation,I am sorry to hear that you have to serve jury duty instead of going on a planned vacation,Confirm, Neutral,0.6
I got a brand new kitty,I am happy for the kitty,Happy_Excited_Joy,joy,0.57
I got a brand new kitty,I am glad you got a brand new kitty,Happy_Excited_Joy,joy,0.57
The land tax on my property is going up again this year,I am sad the land tax on my property is going up againg this year,Sad, Neutral,0.9
The land tax on my property is going up again this year,I am sad because the land tax on my property is goig up again this year,Sad, Neutral,0.9
I just aced my final in school,I am glad you aced your final,Happy_Excited_Joy,sadness,0.83
I just aced my final in school,I am glad that you were able to ace your final in school,Happy_Excited_Joy,sadness,0.83
My power bill this month was much lower than expected,I am glad to hear about your power bill,Info, Neutral,0.6
My power bill this month was much lower than expected,I am glad to hear that your power bill this moth was much lower than expected,Info, Neutral,0.6
My cat cuddled with me all night,I am glad your cat cuddled with you,Happy_Excited_Joy, Neutral,0.87
My cat cuddled with me all night,I am glad your cat cuddled with you all night,Happy_Excited_Joy, Neutral,0.87
Movies can have a great positive effect on certain people,I am happy to hear the movie 's great positive effect,Info, Neutral,0.8
Movies can have a great positive effect on certain people,I am happy to hear that the movie has a great positive effect,Info, Neutral,0.8
I won an xBox at the raffle last night,I am happy that you won,Happy_Excited_Joy,joy,0.57
I won an xBox at the raffle last night,I am happy that you won that xBox in the raffle,Happy_Excited_Joy,joy,0.57
Tuesday they say it 's going to snow for the first time this year and I 've already got my sled ready,I am glad you have your sled ready,Happy_Excited_Joy,joy,0.9
Tuesday they say it 's going to snow for the first time this year and I 've already got my sled ready,I am glad to hear that you have your sled ready for the snow,Happy_Excited_Joy,joy,0.9
The sheets I ordered arrived in the wrong color,I am sorry the wrong sheets arrived,Angry_Frustrated,joy,0.5
The sheets I ordered arrived in the wrong color,I am sorry the sheets you ordered came in the wrong color,Angry_Frustrated,joy,0.5
I wiped out in front of some strangers while skateboarding,I am sorry you wiped out in front of strangers,Sad,sadness,0.5
I wiped out in front of some strangers while skateboarding,I am sorry to hear you wiped out while skateboarding in front of strangers,Sad,sadness,0.5
Both options look great,I am glad to hear the options look great,Happy_Excited_Joy, Neutral,0.9
The economy is booming with lots of new jobs,I am glad the economy is booming,Happy_Excited_Joy, Neutral,0.9
The economy is booming with lots of new jobs,I am glad that the economy is booming and making new jobs,Happy_Excited_Joy, Neutral,0.9
I got praised by my boss today,I am glad you got praised today,Happy_Excited_Joy,joy,0.9
I got praised by my boss today,I am glad you got praised by your boss today,Happy_Excited_Joy,joy,0.9
My dog passed away last night,I am sorry about your dog,Sad, Neutral,0.57
My dog passed away last night,I am sorry your dog passed away,Sad, Neutral,0.57
My fridge is fixed finally,I am glad to hear about your fridge,Info,joy,0.8
My fridge is fixed finally,I am glad to hear your fridge is fixed finally,Info,joy,0.8
My DVR just ended about two minutes before the end so I have no idea who did it,I am sorry you missed the ending,Angry_Frustrated,joy,0.8
My DVR just ended about two minutes before the end so I have no idea who did it,I am sorry to hear that you missed the ending because your DVR stopped recording two minutes early,Angry_Frustrated,joy,0.8
The fundraiser was a sucess and we raised enough to get new equipment for the entire school,I am happy the fundraiser was a success,Happy_Excited_Joy,joy,0.87
The fundraiser was a sucess and we raised enough to get new equipment for the entire school,I am happy the fundraiser was a success and you raised enough to get new equipment for the entire school,Happy_Excited_Joy,joy,0.87
My uncle was just diagnosed with depression,I am sorry your uncle has depression,Health,joy,0.5
My uncle was just diagnosed with depression,I am sorry your uncle was just diagnosed with depression,Health,joy,0.5
I wish I was a stronger person,I am sorry to hear about your strength,Sad,joy,0.8
I wish I was a stronger person,I am sorry to hear that you do n't think you 're a strong person,Sad,joy,0.8
There was no traffic during my commute today,I am happy there was no traffic,Info,joy,0.9
There was no traffic during my commute today,I am happy there was no traffic during your commute,Info,joy,0.9
A string broke on my guitar,I am sorry to hear that your string broke,Sad,sadness,0.57
A string broke on my guitar,I am sorry to hear that a string broke on your guitar,Sad,sadness,0.57
I think one of two of the players from that area can easily go play professionally,I am glad to hear that two players can go professional,Confirm, Neutral,0.9
I think one of two of the players from that area can easily go play professionally,I am happy that two of the the players can go professional,Confirm, Neutral,0.9
I ca n't believe how many friends came out to celebrate with me,I am happy about your friends coming to celebrate,Happy_Excited_Joy, Neutral,0.6
I ca n't believe how many friends came out to celebrate with me,I am happy you ca n't believe how many friends came out to celebrate with you,Happy_Excited_Joy, Neutral,0.6
Our neighborhood association likes to hold different holiday parties during the year because we all get to socialize,I am happy you get to socialize,Happy_Excited_Joy,sadness,0.5
Our neighborhood association likes to hold different holiday parties during the year because we all get to socialize,I am happy that you all get to socialize at holiday parties,Happy_Excited_Joy,sadness,0.5
We finally got pregnant,I am glad to hear you got pregnant,Happy_Excited_Joy,joy,0.87
We finally got pregnant,I am glad that you were finally able to get pregnant,Happy_Excited_Joy,joy,0.87
I failed my math test,I am sorry to hear you failed a math test,Angry_Frustrated, Neutral,0.6
I failed my math test,I am sorry you failed your math test,Angry_Frustrated, Neutral,0.6
I feel like giving up on this,I am sorry to hear you are giving up,Angry_Frustrated,joy,0.87
I feel like giving up on this,I am sorry you feel like giving up,Angry_Frustrated,joy,0.87
The children missed the bus this morning make us all late,I am sorry to hear you were late,Sad,sadness,0.9
The children missed the bus this morning make us all late,I am sad the children caused you all to be late by missing the bus,Sad,sadness,0.9
I slipped and fell in a McDonald 's because they had just mopped the floors,I am sorry to hear they had just mopped the floors,Sad, Neutral,0.53
I slipped and fell in a McDonald 's because they had just mopped the floors,I am sorry to hear about you slipping and falling in McDonald 's,Sad, Neutral,0.53
A homeless person slapped me in the face for no reason today,I am sorry for the slap,Insult,joy,0.6
A homeless person slapped me in the face for no reason today,I am sorry the homeless person slapped you for no reason,Insult,joy,0.6
My puppy does not have parvo,I am glad to hear your puppy does not have parvo,Health,joy,0.8
It feels good to be fit for a change,I am happy that it feels good to be fit,Happy_Excited_Joy,joy,0.87
It feels good to be fit for a change,I am happy that it feels good to be fit for a change,Happy_Excited_Joy,joy,0.87
The restaurant ran out of my favorite meal just a few minutes before I ordered,I am sorry the restaurant ran out of your favorite meal,Sad, Neutral,0.6
The restaurant ran out of my favorite meal just a few minutes before I ordered,I am sorry the restaurant ran out of your favorite meal right before you ordered,Sad, Neutral,0.6
We tried our best but it made no difference,I am sorry it did n't make a difference,Sad, Neutral,0.57
We tried our best but it made no difference,I am sorry to hear that your effort did n't make a difference,Sad, Neutral,0.57
A dog bit the mailman,I am sorry you got bit,Sad, Neutral,0.87
A dog bit the mailman,I am sorry you got bit by the dog,Sad, Neutral,0.87
I ca n't believe my wife asked for a divorce via text message,I am sad to hear about your impending divorce,Surprise_Amazed, Neutral,0.6
We are going to Disney World next week,I am glad that you 're going to Disnery World,Confirm, Neutral,0.9
We are going to Disney World next week,I am glad that you 're going to Disney World next week,Confirm, Neutral,0.9
The girl I liked made fun of me in front of her friends,I am sorry to hear that you were made fun of,Sad,love,0.6
The girl I liked made fun of me in front of her friends,I am sorry to hear that the girl you liked made fun of you in front of her friends,Sad,love,0.6
Mom told me she will give me the car now that I have a job,I am glad to hear about the car,Happy_Excited_Joy,sadness,0.53
Mom told me she will give me the car now that I have a job,I am happy your mom will give you the car now,Happy_Excited_Joy,sadness,0.53
The girl I was dating said she only liked me for my money,I am sorry for the girl,Sad,love,0.6
The girl I was dating said she only liked me for my money,I am sorry the girl you were dating only liked you for your money,Sad,love,0.6
My mother cooked me the best soup I 've ever eaten,I am happy your mother cooked,Eat_Food,joy,0.8
My mother cooked me the best soup I 've ever eaten,I am happy your mother cooked you the best soup you 've ever eaten,Eat_Food,joy,0.8
The Mule was the best movie I have ever seen,I am glad The Mule was the best movie ever seen,Happy_Excited_Joy, Neutral,0.87
The Mule was the best movie I have ever seen,I am glad The Mule was the best movie you have ever seen,Happy_Excited_Joy, Neutral,0.87
I am lucky to have friends who keep in touch over the years,I am glad to have long time friends,Happy_Excited_Joy,joy,0.8
I am lucky to have friends who keep in touch over the years,I am glad to hear your friends have kept in touch with you so long,Happy_Excited_Joy,joy,0.8
We were going rafting that weekend,i am happy about your rafting weekend,Info,joy,0.6
We were going rafting that weekend,i am happy you were going rafting weekend,Info,joy,0.6
My computer just died,I am sorry your computer died,Sad, Neutral,0.87
My computer just died,I am sorry your computer just died,Sad, Neutral,0.87
I dropped the jar and it shattered everywhere,I am sorry to hear about the jar,Sad, Neutral,0.6
I dropped the jar and it shattered everywhere,I am sorry you dropped the jar and shattered it,Sad, Neutral,0.6
all my crop failed this year,I am sorry about your crop,Sad,joy,0.5
all my crop failed this year,I am sorry all your crop failed this year,Sad,joy,0.5
They cancelled my favorite sci - fi show,I am sorry your show was cancelled,Confirm, Neutral,0.9
They cancelled my favorite sci - fi show,I am sorry they cancelled your favorite sci - fi show,Confirm, Neutral,0.9
"Someone sent me chocolates , my favorite , in the mail",I am happy someone sent you chocolates,Happy_Excited_Joy, Neutral,0.57
"Someone sent me chocolates , my favorite , in the mail",I am happy that someone sent your favorite chocolates in the mail,Happy_Excited_Joy, Neutral,0.57
I won the lottery,I am glad to hear about the lottery,Happy_Excited_Joy, Neutral,0.9
I won the lottery,I am happy that you won the lottery,Happy_Excited_Joy, Neutral,0.9
I got a letter from the DMV saying that my license is suspended,I am sorry to hear about your license,Confirm,joy,0.87
I got a letter from the DMV saying that my license is suspended,I am sorry that your license is suspended,Confirm,joy,0.87
My friend broke our window while hitting a baseball,I am sorry about the window,Sad,sadness,0.8
My friend broke our window while hitting a baseball,I am sorry your friend broke a window while hitting a baseball,Sad,sadness,0.8
I laughed so hard at her tales,I am glad that you laughed,Happy_Excited_Joy, Neutral,0.6
I laughed so hard at her tales,I am glad to hear her tales made you laugh so hard,Happy_Excited_Joy, Neutral,0.6
"He ca n't afford the repairs , so he 'll just have to junk his car",I am sorry he 'll have to junk his car because of the repair cost,Confirm,sadness,0.8
"He ca n't afford the repairs , so he 'll just have to junk his car",I am sorry that he 'll have to junk his car because he ca n't afford the repairs,Confirm,sadness,0.8
We cheered as our team took the lead,I am glad to hear your team took the lead,Happy_Excited_Joy, Neutral,0.6
We cheered as our team took the lead,I am glad to hear you cheered your team as they took the lead,Happy_Excited_Joy, Neutral,0.6
My daughter brought home an excellent report card today,I am happy about your daughters report card,Happy_Excited_Joy,joy,0.9
My daughter brought home an excellent report card today,I am happy that your daughter brought home an excellent report card,Happy_Excited_Joy,joy,0.9
My friend told me I smelled rank,I am sad about your friend,Sad,sadness,0.8
My friend told me I smelled rank,I am sad your friend told you smell rank,Sad,sadness,0.8
My TV stopped working in the middle of my favorite show,I am sorry for your TV,Sad, Neutral,0.9
My TV stopped working in the middle of my favorite show,I am sorry your TV stopped working in the middle of the show,Sad, Neutral,0.9
A man shot at my house last night,I am sorry that your house was shot at,Sad,joy,0.5
A man shot at my house last night,I am sorry that your house was shot at last night,Sad,joy,0.5
I found a rare collectible I was looking for,I am glad you found the collectible,Happy_Excited_Joy,joy,0.8
I found a rare collectible I was looking for,I am glad you found that rare collectible you were looking for,Happy_Excited_Joy,joy,0.8
My lucky number was called at Bingo,I am happy you got your lucky number called,Happy_Excited_Joy,joy,0.9
My rose garden won the garden of the month award,I am glad to hear about the rose garden,Happy_Excited_Joy,joy,0.5
I found my long lost friend on Facebook after years of searching,I am glad you found your long lost friend on Facebook,Happy_Excited_Joy,sadness,0.9
I found my long lost friend on Facebook after years of searching,I am glad you found your long lost friend on Facebook after years of searching,Happy_Excited_Joy,sadness,0.9
I do n't have the flu anymore and can go to work finally,I am glad to hear you are feeling better,Confirm,joy,0.87
I do n't have the flu anymore and can go to work finally,I am glad to hear you no longer have the flu and can go back to work,Confirm,joy,0.87
I made my favorite popcorn,I am happy you made your popcorn,Happy_Excited_Joy, Neutral,0.87
I made my favorite popcorn,I am happy you made your favorite popcorn,Happy_Excited_Joy, Neutral,0.87
I have been practicing my harmonica and am getting a lot better,I am glad you have been improving your harmonica playing,Happy_Excited_Joy,joy,0.83
I have been practicing my harmonica and am getting a lot better,I am glad you have been practicing your harmonica and getting better,Happy_Excited_Joy,joy,0.83
I missed the deadline to apply for the class,I am sorry you missed the deadline,Sad,sadness,0.9
I missed the deadline to apply for the class,I am sorry you missed the deadline to apply for the class,Sad,sadness,0.9
My best friend told me she hates my guts,I am sad to hear your friend said she hates you,Sad,sadness,0.8
My best friend told me she hates my guts,I am sorry your friend said she hates your guts,Sad,sadness,0.8
My shoelaces were untied and I accidentally tripped on the way in,I am sorry that you tripped because of your shoelaces,Sad,joy,0.57
My shoelaces were untied and I accidentally tripped on the way in,I am sorry to hear that your shoelaces were untied and accidentally caused you to trip,Sad,joy,0.57
The stench from our plumbing issues is god awful,I am sad the stench is awful,Sad,sadness,0.9
The stench from our plumbing issues is god awful,I am sad the stench from your plumbing is awful,Sad,sadness,0.9
I kept sleeping through my alarm and got warned at work,I am sorry you kept sleeping through your alarm at work,Angry_Frustrated,joy,0.87
I kept sleeping through my alarm and got warned at work,I am sorry you kept sleeping through your alarm and got warned at work,Angry_Frustrated,joy,0.87
My boyfriend is angry because I had to work late tonight,I am sorry to hear your boyfriend is angry,Angry_Frustrated,anger,0.6
My boyfriend is angry because I had to work late tonight,I am sorry your boyfriend is angry because you had to work late,Angry_Frustrated,anger,0.6
I was tuning my guitar and the string snapped and hit me in the face,I am sorry the string hit you in the face,Sad, Neutral,0.9
I was tuning my guitar and the string snapped and hit me in the face,I am sorry that your guitar string snapped and hit you in the face,Sad, Neutral,0.9
I have so many dishes to wash tonight,I am sorry that you have to wash so many dishes,Busy,joy,0.8
I have so many dishes to wash tonight,I am sorry that you have to wash so many dishes tonight,Busy,joy,0.8
I am excited that more and more companies are using wind power,I am glad to hear that more companies use wind power,Happy_Excited_Joy,joy,0.7
I am excited that more and more companies are using wind power,I am happy that more companies use wind power,Happy_Excited_Joy,joy,0.7
My new tablet operates way worse than the reviews would imply,I am sorry to hear about your tablet,Sad, Neutral,0.53
My new tablet operates way worse than the reviews would imply,I am sorry your new tablet operated worse than the reviews implied,Sad, Neutral,0.53
I lost my job today and I do n't know what else I can do,I am sorry to hear about your job,Sad,sadness,0.87
I lost my job today and I do n't know what else I can do,I am sorry am so sorry that you lost your job and do n't know what to do,Sad,sadness,0.87
I was given a speed ticket today,I am sorry your got a ticket today,Sad, Neutral,0.9
I was given a speed ticket today,I am sorry your got a speeding ticket today,Sad, Neutral,0.9
My girlfriend and I are getting engaged soon,I am glad about your engagement,Happy_Excited_Joy,sadness,0.6
My girlfriend and I are getting engaged soon,I am glad you are getting engaged soon,Happy_Excited_Joy,sadness,0.6
I ca n't believe I finally graduated from college,I am happy for your graduation,Happy_Excited_Joy, Neutral,0.6
I ca n't believe I finally graduated from college,I am happy you graduate from college,Happy_Excited_Joy, Neutral,0.6
I just found out my deductible is double what I can afford,I am sorry the deductible is so high,Confirm, Neutral,0.6
I just found out my deductible is double what I can afford,I am sorry your deductible is more than you can afford,Confirm, Neutral,0.6
my back was hurt,I am sorry about your hurt back,Health,sadness,0.9
my back was hurt,I am sorry your back was in so much pain today,Health,sadness,0.9
I finally feel like we made some progress in our relationship today,I am happy you feel we made some progress,Happy_Excited_Joy,joy,0.87
I finally feel like we made some progress in our relationship today,I am glad that you finally feel like we made some progress in our relationship,Happy_Excited_Joy,joy,0.87
I got the job that I finally wanted,I am happy you got the job,Happy_Excited_Joy,joy,0.9
I got the job that I finally wanted,I am happy to hear you got the job you wanted,Happy_Excited_Joy,joy,0.9
I got a date for this weekend,I am happy you got a date,Happy_Excited_Joy,joy,0.57
I got a date for this weekend,I am happy you got a date for this weekend,Happy_Excited_Joy,joy,0.57
Those shares I bought the other day were a bust,I am sorry about the shares you bought,Sad,joy,0.83
Those shares I bought the other day were a bust,I am sorry the shares you bought were a bust,Sad,joy,0.83
I lost my cell phone on the field trip,I am sorry to hear you lost your cell phone,Sad,sadness,0.9
I lost my cell phone on the field trip,I am sad you lost your cell phone on the field trip,Sad,sadness,0.9
They started laying the foundation today,I am glad to hear that they started laying the foundation,Info,joy,0.9
They started laying the foundation today,I am glad to hear that they started laying the foundation today,Info,joy,0.9
My mother passed away yesterday,I am sorry that your mother passed,Sad,joy,0.5
My mother passed away yesterday,I am sad to hear that your mother passed away yesterday,Sad,joy,0.5
My new boots got here this afternoon and they 're at least two sizes too big,I am sorry that your boots are too big,Confirm, Neutral,0.53
My new boots got here this afternoon and they 're at least two sizes too big,I am sad to hear that your boots arrived today and are too large,Confirm, Neutral,0.53
I ca n't believe the CEO fired me today,I am sorry to hear you got fired,Surprise_Amazed, Neutral,0.6
I ca n't believe the CEO fired me today,I am sorry you got fired today by the CEO,Surprise_Amazed, Neutral,0.6
I do n't always give myself the benefit of the doubt,i am sorry you never give yourself a benefit of a doubt,Confirm,joy,0.5
I do n't always give myself the benefit of the doubt,I am sorry you always never give yourself a benefit of the doubt,Confirm,joy,0.5
My dog was found after he was missing for 12 hours,I am glad that your dog was found,Happy_Excited_Joy, Neutral,0.57
My dog was found after he was missing for 12 hours,I am glad that your dog was found after 12 hours of searching,Happy_Excited_Joy, Neutral,0.57
The receptionist cancelled my appointment without telling me,I am sorry to hear the receptionist cancelled your appointment with out letting you know,Angry_Frustrated,sadness,0.5
The receptionist cancelled my appointment without telling me,I am sorry your appointment was cancelled by the receptionist with out your knowledge,Angry_Frustrated,sadness,0.5
The birth of our child has been such a blessing,I am happy about your child 's birth,Happy_Excited_Joy,joy,0.8
The birth of our child has been such a blessing,I am happy about the blessed birth of your child,Happy_Excited_Joy,joy,0.8
I gave some chocolates to my girlfriend on valentine 's day and she was very happy,I am glad you gave your girlfriend chocolates,Happy_Excited_Joy,joy,0.9
I gave some chocolates to my girlfriend on valentine 's day and she was very happy,I am glad that you gave your girlfriend chocolates for valentine 's day and that she wa so happy,Happy_Excited_Joy,joy,0.9
My flight has been delayed by two hours,I am sad your flight is delayed,Confirm, Neutral,0.4
My flight has been delayed by two hours,I am sorry to hear your flight is delayed two hours,Confirm, Neutral,0.4
My book sales were pathetic,I am sorry your sales were pathetic,Sad,sadness,0.9
My book sales were pathetic,I am sorry your book sales were pathetic,Sad,sadness,0.9
I got new glasses today and can see finally,I am glad about the glasses,Info,joy,0.6
I got new glasses today and can see finally,I am glad you can see with your new glasses,Info,joy,0.6
I am not fond of daiseys they make me sneeze,I am sorry the make you sneeze,Health,love,0.6
I am not fond of daiseys they make me sneeze,I am sorry to hear that daiseys make you sneeze,Health,love,0.6
Can you believe I was able to get those whole outfit for only twenty dollars,I am glad it was only twenty dollars,Happy_Excited_Joy, Neutral,0.6
Can you believe I was able to get those whole outfit for only twenty dollars,I am glad you got a good deal on the outfit,Happy_Excited_Joy, Neutral,0.6
Today I went to the doctor and he said I have high blood pressure,I am sorry to hear about high blood pressure,Health,sadness,0.8
Today I went to the doctor and he said I have high blood pressure,I am sorry to hear the doctor said you have high blood pressure,Health,sadness,0.8
My best friend just killed herself,I am sorry about your friend,Sad,sadness,0.8
My best friend just killed herself,I am sad your friend killed herself,Sad,sadness,0.8
It 's tough making a living,I am sorry it 's tough making a living,Sad,joy,0.8
I bought my cats a cat tree and they love it so much they wo n't come down,I am happy you bought your cats a cat tree,Happy_Excited_Joy, Neutral,0.87
I bought my cats a cat tree and they love it so much they wo n't come down,I am happy you bought your cats a cat tree and they love it so much they wo n't come down,Happy_Excited_Joy, Neutral,0.87
The banana nut bread I made turned out very tasty,I am happy the bread you made turned out well,Eat_Food,sadness,0.5
The banana nut bread I made turned out very tasty,I am happy the banana nut bread you made turned out very tasty,Eat_Food,sadness,0.5
I got to spend some time with my niece Friday and we had a great time,I am glad you had a good time with your niece,Happy_Excited_Joy,joy,0.6
I got to spend some time with my niece Friday and we had a great time,I am happy you got to spend time with your niece this Friday and it went well,Happy_Excited_Joy,joy,0.6
I just won $ 100 in a contest,I am glad to hear you won,Happy_Excited_Joy, Neutral,0.9
I just won $ 100 in a contest,I am happy you won $ 100 in a contest,Happy_Excited_Joy, Neutral,0.9
I had to break my promise to my child when my boss made me work late,I am sorry you had to break your promise,Sad,joy,0.67
I had to break my promise to my child when my boss made me work late,I am sorry you had to break your promise to your child when you had to work late,Sad,joy,0.67
I 'm worried that I 'll never be good enough to get a promotion,I am sorry to hear you do n't think you will get a promotion,Sad, Neutral,0.53
I 'm worried that I 'll never be good enough to get a promotion,I am sad you are worried about not being good enough to get a promotion,Sad, Neutral,0.53
The dentist told me that my insurance did n't cover dental,I am sorry to hear your insurance does n't cover dental,Confirm,sadness,0.5
The dentist told me that my insurance did n't cover dental,I am sorry your dentist told you your insurance does n't cover dental,Confirm,sadness,0.5
Our German Shepherd chased the burglar out of the house,I am glad to hear the burglar was chased out,Info, Neutral,0.9
Our German Shepherd chased the burglar out of the house,I am glad to hear the burglar was chased out of your house by your dog,Info, Neutral,0.9
I am very sick and had to go to the doctor today,I am sorry to hear you 're sick,Health,sadness,0.8
I am very sick and had to go to the doctor today,I am sorry to hear you are sick and had to go to the doctor,Health,sadness,0.8
I did n't finish my essay in time for class this morning,I am sorry you did n't finish your essay,Sad,joy,0.87
I did n't finish my essay in time for class this morning,I am sorry you did n't finish your essay in time for class this morning,Sad,joy,0.87
My landlord just raised the rent,I am sorry the landlord raised the rent,Sad,joy,0.8
My landlord just raised the rent,I am sad your landlord just raised the rent,Sad,joy,0.8
I set the shop on fire trying to fry a turkey,I am sorry about the fire,Sad, Neutral,0.6
I set the shop on fire trying to fry a turkey,I am sorry you started a fire while cooking your turkey,Sad, Neutral,0.6
My house burnt down in a wildfire,I am sorry about your house burning down,Sad, Neutral,0.6
My house burnt down in a wildfire,I am sorry to hear your house burnt down,Sad, Neutral,0.6
I did not care for the food at the country club dance,I am sorry you did n't care for the food,Eat_Food, Neutral,0.57
I did not care for the food at the country club dance,I am sorry you did n't care for the food at the dance,Eat_Food, Neutral,0.57
Someone shot me by accident,I am sad someone shot you,Sad,sadness,0.9
Someone shot me by accident,I am sorry to hear someone shot you by accident,Sad,sadness,0.9
We found the perfect place to raise our kids,I am glad to hear that you found the perfect place,Happy_Excited_Joy,joy,0.9
We found the perfect place to raise our kids,I am glad to hear that you found the perfect place for your kids,Happy_Excited_Joy,joy,0.9
My brother made fun of me at school in front of my friends,I am sorry to hear your brother made fun of you,Angry_Frustrated,sadness,0.5
My brother made fun of me at school in front of my friends,I am sorry to hear your brother made fun of you in front of your friends at school,Angry_Frustrated,sadness,0.5
I dropped my grocery bag and everything spilled out all over the sidewalk,I am sorry to hear that you dropped your grocery bag,Angry_Frustrated,joy,0.8
I dropped my grocery bag and everything spilled out all over the sidewalk,I am sorry that you dropped your grocery bag and spilled everything,Angry_Frustrated,joy,0.8
My bookshelf fell over onto the couch and all the books fell off,I am sorry to hear your bookshelf fell,Sad, Neutral,0.53
My bookshelf fell over onto the couch and all the books fell off,I am sorry your bookshelf fell,Sad, Neutral,0.53
A bully at school pushed me into a locker today,I am sad that a bully pushed you into a locker,Angry_Frustrated,joy,0.57
A bully at school pushed me into a locker today,I am sad that you got pushed into a locker today by a bully,Angry_Frustrated,joy,0.57
I won $ 100 at bingo tonight,I am glad to hear you won $ 100,Happy_Excited_Joy,joy,0.8
I won $ 100 at bingo tonight,I am glad to hear you won $ 100 at bingo,Happy_Excited_Joy,joy,0.8
I had to have a tooth pulled last week,I am sorry to hear about that tooth,Sad,sadness,0.83
I had to have a tooth pulled last week,I am sorry am so sorry about the tooth,Sad,sadness,0.83
The doctor said I only have one month to live,I am sad that you only have one month to live,Health,joy,0.87
The doctor said I only have one month to live,I am sad to know that you only have one month to live,Health,joy,0.87
The trip to Mexico was miserable,I am sad your trip was miserable,Sad,sadness,0.9
The trip to Mexico was miserable,I am sad your trip to Mexico was miserable,Sad,sadness,0.9
My son makes me so proud when he shows kindness to others,I am happy your soon makes you proud,Happy_Excited_Joy,joy,0.8
My son makes me so proud when he shows kindness to others,I am glad your son makes you proud when he shows kindness to others,Happy_Excited_Joy,joy,0.8
I had a wonderful trip to Sweden in 2017,I am glad you had a wonderful trip,Happy_Excited_Joy,joy,0.9
I had a wonderful trip to Sweden in 2017,I am glad you had a wonderful trip to Sweden,Happy_Excited_Joy,joy,0.9
I love the colors the decorator used,I am happy to hear that you loved them,Love, Neutral,0.87
I love the colors the decorator used,I am happy to hear that you loved the colors,Love, Neutral,0.87
The university has placed me on academic probation because of bad grades,I am sorry to hear about your academic probation,Sad,sadness,0.9
The university has placed me on academic probation because of bad grades,I am sorry about your academic probation,Sad,sadness,0.9
My cats decided to stop using their litterboxes,I am sorry to hear your cats stopped using the litterbox,Confirm, Neutral,0.57
My cats decided to stop using their litterboxes,I am sorry to hear your cats decided to stop using their litterboxes,Confirm, Neutral,0.57
I always feel so tired on Mondays,I am sorry to hear you are tired,Info,sadness,0.8
I always feel so tired on Mondays,I am sorry you always feel tired on Mondays,Info,sadness,0.8
I missed the deadline to buy the shoes at half price,I am sad you missed the deadline,Sad,sadness,0.9
I missed the deadline to buy the shoes at half price,I am sad you missed the deadline for the shoes,Sad,sadness,0.9
"My dad was right I should have bought the other washer and dryer for 25 dollars more , it would have been worth it in the long run",I am sorry your dad was right that you should of bought the other washer and dryer,Confirm, Neutral,0.83
"My dad was right I should have bought the other washer and dryer for 25 dollars more , it would have been worth it in the long run","I am sorry your dad was right that you should of bought the other washer and dryer for 25 dollars more , due to it being worth it in the long run",Confirm, Neutral,0.83
Today I went out to buy some clothes but nothing fit and I went home empty handed,I am sorry you did not get clothes,Sad,sadness,0.9
Today I went out to buy some clothes but nothing fit and I went home empty handed,I am sorry you were not able to find any clothes you liked,Sad,sadness,0.9
We opened a new restaurant with great success,I am glad to hear you opened a successful new restaurant,Happy_Excited_Joy, Neutral,0.9
We opened a new restaurant with great success,I am glad to hear you opened a new restaurant with great success,Happy_Excited_Joy, Neutral,0.9
My aunt stole my best jewelry,I am sorry your aunt stole,Angry_Frustrated, Neutral,0.6
My aunt stole my best jewelry,I am sorry your aunt stole your jewelry,Angry_Frustrated, Neutral,0.6
My husband got a generous raise at work,I am glad to hear about the raise,Happy_Excited_Joy,joy,0.87
My husband got a generous raise at work,I am happy your husband got a raise at work,Happy_Excited_Joy,joy,0.87
I built a barn this summer which gave me some much - needed storage,I am happy you built a barn,Happy_Excited_Joy, Neutral,0.57
I built a barn this summer which gave me some much - needed storage,I am glad you build a barn to give you more storage,Happy_Excited_Joy, Neutral,0.57
this accident was so arrogant,I am sorry the accident was arrogant,Angry_Frustrated,sadness,0.87
I am planning an awesome vacation for my family,I am glad you are planning an awesome vacation,Happy_Excited_Joy,joy,0.5
I am planning an awesome vacation for my family,I am glad you are planning an awesome vacation for your family,Happy_Excited_Joy,joy,0.5
The dog down the street attacked my husband,I am sorry to hear about the dog attack,Sad, Neutral,0.87
The dog down the street attacked my husband,I am sorry to hear that a dog attacked your husband,Sad, Neutral,0.87
My heart got broken last month,I am sorry to hear your heart got broken,Sad,sadness,0.53
My heart got broken last month,I am sorry to hear you got heart broken recently,Sad,sadness,0.53
I lost my house keys somewhere on my way to work,I am sorry you lost your house keys,Sad,sadness,0.9
I lost my house keys somewhere on my way to work,I am sorry you lost your house keys somewhere on your way to work,Sad,sadness,0.9
I got to work just as it started to rain,I am glad you got to work,Confirm,joy,0.87
I got to work just as it started to rain,I am glad you got to work just as it started to rain,Confirm,joy,0.87
I do n't like a lot of current music,I am sorry you hate new music,Info, Neutral,0.9
I do n't like a lot of current music,I am sorry you 're not a fan of current music,Info, Neutral,0.9
"The fluffier the cat , the better to cuddle",I am glad to hear about the cats,Info, Neutral,0.87
